Title,Content,Date,Score,Username,Location,Contribution,Travel with,Review of
cherry food tour,"it was a very pleasant experience and the tour guide was amazing and we ate good food, our guide was called cherry and she was amazing","July 27, 2024",5.0,Bo D,,1,Family,Hanoi Street Food Tour with local delicacies
Great way to get to know the Hanoi food scene,"Cherry was a darling! The food was great, the walking distances well thought out and Cherry had many stories to tell and great suggestions on everything!
              
              I warmly recommend this!","July 24, 2024",5.0,Sang N,,2,,Hanoi Street Food Tour with local delicacies
Do it!,We had an amazing experience with Cherry! She brought us to all delicious local places and explained the origin of each dish! High recommend!,"July 22, 2024",5.0,Sydney R,,1,Family,Hanoi Street Food Tour with local delicacies
I Recommend Hanoi street food tour with Cherry!,"The Hanoi Street food tour hosted by Cherry was amazing! Cherry took us through a great mix of different kinds of foods and places.  We had our  5 year old with us, and that was no trouble for Cherry at all. I would very much recommend this tour with Cherry :-)","July 21, 2024",5.0,John S,,1,,Hanoi Street Food Tour with local delicacies
Highly recommend,"Minh was a thoughtful, informed guide who was great at accommodating dietary needs.  I'm coeliac and this was no issue. The food was fantastic, going to places I'd never have considered on my own. I learned a lot and had great fun.","July 20, 2024",5.0,Kay M,,12,,Hanoi Street Food Tour with local delicacies
Delicious Food Tour in Hanoi,"Fantastic tour with Ha, we loved all the different dishes we tried. Ha was very knowledgable and friendly and adapted the tour based on what we wanted to do and eat. All of the food was great quality and we tried things we wouldn’t have tried on our own. Thanks Ha for a great trip.","July 18, 2024",5.0,bbgg12345,"Sydney, Australia",19,Couples,Private Hanoi Food Tour with Train Street and Local Delights
Food Tour with Cherry 🍒,"Thank you Cherry for our great food tour today !
              
              For anyone looking for a friendly and good English speaking guide l recommend Cherry, she was very informative and guided us through a delicious variety of food and drinks at a pleasant pace","July 16, 2024",5.0,Happiness773244,,2,Couples,Hanoi Street Food Tour with local delicacies
Walking food tour,"Tonight we took a food walking tour. Our guide was Cherry. We tried many different Vietnamese cuisines, which were all delicious. Cherry was very knowledgeable and also very funny!
              
              This tour is a must when visiting Hanoi! A very enjoyable night!","July 16, 2024",5.0,pvesh v,,2,Couples,Hanoi Street Food Tour with local delicacies
Great food & a wonderful guide!,"We really enjoyed the Street food tour. Minh was such a wonderful guide! Not only was he hilarious, but we also loved it that he was a little bit sassy with very sharp-witted jokes. We got to eat bún chả, chocolate buns, summer rolls and black rice with ice cream. Long story short: an amazing experience you shouldn't miss out on.
              

              Message to Minh: Eres una persona maravillosa. Esperamos verte pronto en YouTube. :)","July 16, 2024",5.0,Unleash M,,1,Couples,Hanoi Street Food Tour with local delicacies
A MUST in Hanoi,"Huy and Minh were spectacular tour guides! They knew so much not only about food history but about landmarks and landscapes too. We learned so much, ate really good food and just had a wonderful experience overall! I definitely recommend doing this tour with Huy and Minh!","July 16, 2024",5.0,Dani d,,1,Couples,Hanoi Sightseeing And Food Tour By Scooter
5 Stars for Huy and Minh,"What an incredible day with Huy and Minh. They both gave us a tour around the city, shared the rich history of Hanoi with us, and personalized it so that we got the most out of the day.
              

              Transportation was smooth, both Huy and Minh were funny and informative, and the food we ate was some of the best we have had in SE Asia.
              

              I highly recommend this tour and specifically Huy and Minh. Thanks so much for a wonderful day.","July 16, 2024",5.0,Patrick R,,3,Couples,Hanoi Sightseeing And Food Tour By Scooter
Great way to expand your family’s knowledge of Vietnamese food,Cherry was a wonderful tour guide- taking plenty of time to help us understand the context and history of a really wide variety of Vietnamese food. She took particular care with the children on the tour including a useful lessons in first chopstick usage. All of the restaurants were excellent and it was great to be taken to places which we might not have stopped at usually. Would highly recommend this tour - don’t expect to be able to eat any more afterwards! All delicious,"July 15, 2024",5.0,Amanda S,"London, UK",51,,Private kid-friendly Hanoi food tour with a taste of great dishes
10 out of 10,"Awesome night. It was so interesting to find out what and how, the locals eat! BAO WAS AMAZING! 10 out of 10. Come hungry! :)","July 15, 2024",5.0,Lindy031,"Smithville, TN",453,,Hanoi Street Food Tour with local delicacies
Food tour,"We had a great time, Cherry is a great tour guide. It’s a nice town Hanoi. There is a lot of history here. And some very nice food.","July 14, 2024",5.0,Kevin K,"Dublin, Ireland",6,,Hanoi Street Food Tour with local delicacies
10/10 Street Food Tour *allergy friendly,"You cannot fault Minh! He was a 10/10 tour guide and we felt very lucky to have him take us on our food tour. He was extremely accomodating to me being vegan and my partners nut and sesame allergy. We thought a food tour would be too hard for us, however Minh showed that it was possible. We got to go to many local spots that we would otherwise not of gone to and taste food that we could trust would be okay with our diets. With Minh as a guide it was like walking around with a celebrity. We felt welcomed into his culture and appreciated all the history he shared with us. We highly recommend this tour!! Ps. Ask for Minh if you can!","July 13, 2024",5.0,Erin D,,1,Family,Hanoi Street Food Private Tour
Delicious food with nice talented guide,"We were very satisfied, Cherry is an excellent and talented guide, she introduced us very delicious food and provided us with many interesting stories and useful information. Her enthusiasm and energy made us very happy.","July 12, 2024",5.0,Miroslav P,"Doha, Qatar",10,Family,Hanoi Street Food Tour with local delicacies
Amazing Experience,My hostel arranged this food tour with Minh and I cannot say enough nice and good things about this food tour. He went out of his way to get me vegan options. I loved hanging out with him and he has amazing taste in food. He even sent us recommendations for the next day of things to do and places to eat in Hanoi. He went above and beyond!!!,"July 12, 2024",5.0,Kelsey W,,2,Solo,Hanoi Street Food Tour with local delicacies
Minh the Bestie in Hà Nội.,Minh is so very personable and knowledgeable. We learnt so much more than just the secret ingredients! He has given us so many recommendations and advice to make our visit more safe and enjoyable. Do this on your first night so you can have a better time after.,"July 11, 2024",5.0,Anthea A,,11,Family,Hanoi Street Food Tour with local delicacies
